Topic,Count,Name,Representation,Representative_Docs,sent_score
609,18,609_poste_fugiu_depoimento_anúncio,"['poste', 'fugiu', 'depoimento', 'anúncio', 'domingo', 'messias', 'qu', 'marcelo', 'vitória', 'mandou']","['RT : Marcelo, muito bom seu depoimento. Mas no domingo a noite após o anúncio da vitória do nosso Presidente Jair Messias B…', 'RT : Marcelo, muito bom seu depoimento. Mas no domingo a noite após o anúncio da vitória do nosso Presidente Jair Messias B…', 'RT : Marcelo, muito bom seu depoimento. Mas no domingo a noite após o anúncio da vitória do nosso Presidente Jair Messias B…']",0.8147199253241221
610,18,610_usado_disfarçar_vem_onde,"['usado', 'disfarçar', 'vem', 'onde', 'compra', 'responder', 'dinh', 'ferida', 'dedo', 'tamanho']","['RT : Bolsonaro atacou Amanda Klein pra disfarçar e não responder a pergunta: de onde vem o DINHEIRO VIVO usado na compra de…', 'RT : Bolsonaro atacou Amanda Klein pra disfarçar e não responder a pergunta: de onde vem o DINHEIRO VIVO usado na compra de…', 'RT : Bolsonaro atacou Amanda Klein pra disfarçar e não responder a pergunta: de onde vem o DINHEIRO VIVO usado na compra de…']",0.7683913674619463
611,18,611_ge_perguntando_corrupção_klan,"['ge', 'perguntando', 'corrupção', 'klan', 'melhor', 'ou', 'família', 'sobre', 'turbilhão', 'enjaulado']","['RT : A Amanda Klein perguntando Ao vivo na jovem Pan ou melhor Jovem Klan sobre a corrupção em DINHEIRO VIVO da família do Ge…', 'RT : A Amanda Klein perguntando Ao vivo na jovem Pan ou melhor Jovem Klan sobre a corrupção em DINHEIRO VIVO da família do Ge…', 'RT : A Amanda Klein perguntando Ao vivo na jovem Pan ou melhor Jovem Klan sobre a corrupção em DINHEIRO VIVO da família do Ge…']",0.7325772146383921
612,18,612_restar_aspone_pipperno_somente,"['restar', 'aspone', 'pipperno', 'somente', 'dirceu', 'vão', 'zé', 'do', 'rt', 'klein']","['RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.', 'RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.', 'RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.']",0.7360932230949402
613,18,613_censurada_diego_fazendo_po,"['censurada', 'diego', 'fazendo', 'po', 'lá', 'estão', 'ainda', 'shelp', 'se', 'guga']","['RT : Se a Jovem Pan foi censurada, o que o Guga Noblat, Amanda Klein, Piperno, Diego Shelp ainda estão fazendo lá? Se um não po…', 'RT : Se a Jovem Pan foi censurada, o que o Guga Noblat, Amanda Klein, Piperno, Diego Shelp ainda estão fazendo lá? Se um não po…', 'RT : Se a Jovem Pan foi censurada, o que o Guga Noblat, Amanda Klein, Piperno, Diego Shelp ainda estão fazendo lá? Se um não po…']",0.5974928736686707
614,18,614_criminosa_militância_outras_vasconcelos,"['criminosa', 'militância', 'outras', 'vasconcelos', 'renata', 'esquerda', 'miriam', 'leitão', 'da', 'para']","['RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.', 'RT : Para Amanda Klein, Miriam Leitão, Renata Vasconcelos e outras P. da militância da esquerda criminosa.']",0.6589429378509521
615,18,615_klein_amanda__,"['klein', 'amanda', '', '', '', '', '', '', '', '']","['Amanda Klein', 'amanda Klein', 'Amanda Klein']",0.8215258551968468
616,17,616_imunda_ridícula_bla_esquerdopata,"['imunda', 'ridícula', 'bla', 'esquerdopata', 'nojo', 'gente', 'brasil', 'posturas', 'discordam', 'conceito']","['RT : essa amanda klein é ridícula!! esquerdopata imunda!! só falando contra o Brasil !! nojo dessa gente!!', 'RT : essa amanda klein é ridícula!! esquerdopata imunda!! só falando contra o Brasil !! nojo dessa gente!!', 'RT : essa amanda klein é ridícula!! esquerdopata imunda!! só falando contra o Brasil !! nojo dessa gente!!']",0.764140199212467
617,17,617_negócios_detona_sr_melhor,"['negócios', 'detona', 'sr', 'melhor', 'sua', 'pode', 'explicar', 'família', 'os', 'bolsonaro']","['RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…']",0.4694810211658478
618,17,618_bolsonarista_parabeniza_valentia_pela,"['bolsonarista', 'parabeniza', 'valentia', 'pela', 'solidariedade', 'libertação', 'tosquice', 'matraqueiro', 'canso', 'motivado']","['RT : Marido bolsonarista de Amanda Klein a parabeniza pela valentia', 'RT : Marido bolsonarista de Amanda Klein a parabeniza pela valentia', 'RT : Marido bolsonarista de Amanda Klein a parabeniza pela valentia']",0.6519562829943264
619,17,619_desculpar_carreta_anotar_provou,"['desculpar', 'carreta', 'anotar', 'provou', 'atropelou', 'inteiro', 'placa', 'ignorância', 'política', 'conseguiu']","['BOLSONARO provou para o BRASIL inteiro que a AMANDA KLEIN não sabe o que é moeda corrente. Jornalista militante política NÃO cansa de PASSAR VERGONHA. Amanda Klein não conseguiu anotar a placa da carreta que atropelou sua ignorância Amanda vai se desculpar com BOLSONARO??', 'BOLSONARO provou para o BRASIL inteiro que a AMANDA KLEIN não sabe o que é moeda corrente. Jornalista militante política NÃO cansa de PASSAR VERGONHA. Amanda Klein não conseguiu anotar a placa da carreta que atropelou sua ignorância Amanda vai se desculpar com BOLSONARO??', 'BOLSONARO provou para o BRASIL inteiro que a AMANDA KLEIN não sabe o que é moeda corrente. Jornalista militante política NÃO cansa de PASSAR VERGONHA. Amanda Klein não conseguiu anotar a placa da carreta que atropelou sua ignorância Amanda vai se desculpar com BOLSONARO??']",0.8467944930581486
620,17,620_notícia_compradas_parem_casas,"['notícia', 'compradas', 'parem', 'casas', '51', 'responde', 'marido', 'sobre', 'presidente', 'com']","['RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…']",0.5319727063179016
621,17,621_loola_sair_quero_campanha,"['loola', 'sair', 'quero', 'campanha', 'quando', 'eu', 'cara', 'calvin', 'ver', 'viu']","['RT : Eu quero ver a cara da Amanda Klein quando o Loola sair da campanha!!!', 'RT : Eu quero ver a cara da Amanda Klein quando o Loola sair da campanha!!!', 'RT : Eu quero ver a cara da Amanda Klein quando o Loola sair da campanha!!!']",0.6400313833180595
622,17,622_insuportáveis_isonomia_molusco_contraditório,"['insuportáveis', 'isonomia', 'molusco', 'contraditório', 'pau', 'muita', 'única', 'condições', 'tv', 'desculpe']","['RT : O molusco falou em ISONOMIA. É muita cara de pau. É a única TV que tem o contraditório, como os insuportáveis Piperno,…', 'RT : O molusco falou em ISONOMIA. É muita cara de pau. É a única TV que tem o contraditório, como os insuportáveis Piperno,…', 'RT : O molusco falou em ISONOMIA. É muita cara de pau. É a única TV que tem o contraditório, como os insuportáveis Piperno,…']",0.9037948496201459
623,17,623_verinha_tico_sta_casagrande,"['verinha', 'tico', 'sta', 'casagrande', 'agradeço', 'anita', 'bérgamo', 'monica', 'desde', 'já']","['RT : Desde já, agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Verinha, Casagrande, Tico Sta…', 'RT : Desde já, agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Verinha, Casagrande, Tico Sta…', 'RT : Desde já, agradeço à Anita, Amanda Klein, Miriam Leitão, Monica Bérgamo, Família Noblat, Verinha, Casagrande, Tico Sta…']",0.7884312868118286
624,17,624_vencedor_eleição_nessa_bolsonarismo,"['vencedor', 'eleição', 'nessa', 'bolsonarismo', 'grande', 'jornal', 'manhã', 'foi', 'no', 'da']","['RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.', 'RT : “O bolsonarismo foi o grande vencedor nessa eleição.” - Amanda Klein, no Jornal da Manhã da Jovem Pan.']",0.6951623558998108
625,17,625_trazendo_lucidez_sempre_tese,"['trazendo', 'lucidez', 'sempre', 'tese', 'educados', 'trevoso', 'pensamentos', 'atriz', 'chorume', 'constrangendo']","['RT : Amanda Klein sempre trazendo lucidez', 'RT : Amanda Klein sempre trazendo lucidez', 'RT : Amanda Klein sempre trazendo lucidez']",0.8047977089881897
626,17,626_klein_amanda__,"['klein', 'amanda', '', '', '', '', '', '', '', '']","['Amanda Klein', 'Amanda Klein', 'Amanda Klein']",0.8116966521038729
627,17,627_média_emocional_jurídico_acima,"['média', 'emocional', 'jurídico', 'acima', 'possui', 'conhecimento', 'inteligência', 'além', 'também', 'todo']","['RT : O , para além de todo conhecimento jurídico, possui também uma inteligência emocional muito acima da média ao d…', 'RT : O , para além de todo conhecimento jurídico, possui também uma inteligência emocional muito acima da média ao d…', 'RT : O , para além de todo conhecimento jurídico, possui também uma inteligência emocional muito acima da média ao d…']",0.6294583853553323
628,17,628_defendo_partido_irão_continuar,"['defendo', 'partido', 'irão', 'continuar', 'ação', 'este', 'schelp', 'pt', 'contra', 'essa']","['RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…', 'RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…', 'RT : Com essa ação do PT contra a Jovem Pan; Guga, Piperno, Schelp e Amanda Klein, irão continuar defendo este partido para f…']",0.5128704905509949
629,17,629_nordestino_pernambucano_discordo_totalmente,"['nordestino', 'pernambucano', 'discordo', 'totalmente', 'vota', 'bem', 'muito', 'diz', 'eu', 'só']","['RT : Essa Amanda Klein diz que nordestino vota muito bem? Discordo totalmente eu só nordestino e pernambucano e…', 'RT : Essa Amanda Klein diz que nordestino vota muito bem? Discordo totalmente eu só nordestino e pernambucano e…', 'RT : Essa Amanda Klein diz que nordestino vota muito bem? Discordo totalmente eu só nordestino e pernambucano e…']",0.4414631128311157
630,17,630_altura_recebe_vez_piadas,"['altura', 'recebe', 'vez', 'piadas', 'resposta', 'passar', 'to', 'cansa', 'xupa', 'exame']","['RT : Mais uma vez a Amanda klein recebe uma resposta a altura. Não cansa de passar vergonha.', 'RT : Mais uma vez a Amanda klein recebe uma resposta a altura. Não cansa de passar vergonha.', 'RT : Mais uma vez a Amanda klein recebe uma resposta a altura. Não cansa de passar vergonha.']",0.6981858295552871
631,17,631_sobe_atacadas_lista_agora,"['sobe', 'atacadas', 'lista', 'agora', 'só', 'jornalistas', 'por', 'foi', 'bolsonaro', 'de']","['RT : Agora foi Amanda Klein: lista de jornalistas atacadas por Bolsonaro só sobe', 'RT : Agora foi Amanda Klein: lista de jornalistas atacadas por Bolsonaro só sobe', 'RT : Agora foi Amanda Klein: lista de jornalistas atacadas por Bolsonaro só sobe']",0.5648544185301837
632,17,632_comete_pleno_asneira_pois,"['comete', 'pleno', 'asneira', 'pois', 'clarear', 'tipica', 'socialistinha', 'mamando', 'roubado', 'transformaram']","['RT : Pois é, mas a Amanda Klein comete a asneira de dizer em pleno Jornal da Manhã que “moeda corrente” é dinheiro…', 'RT : Pois é, mas a Amanda Klein comete a asneira de dizer em pleno Jornal da Manhã que “moeda corrente” é dinheiro…', 'RT : Pois é, mas a Amanda Klein comete a asneira de dizer em pleno Jornal da Manhã que “moeda corrente” é dinheiro…']",0.6994433367953581
633,17,633_samuel_quintal_pelada_constrangedora,"['samuel', 'quintal', 'pelada', 'constrangedora', 'vó', 'banho', 'tomando', 'pai', 'quanto', 'minha']","['RT : A participação da Amanda Klein foi tão constrangedora quanto ver a minha vó tomando banho pelada no quintal.', 'RT : A participação da Amanda Klein foi tão constrangedora quanto ver a minha vó tomando banho pelada no quintal.', 'RT : A participação da Amanda Klein foi tão constrangedora quanto ver a minha vó tomando banho pelada no quintal.']",0.8237545542857226
634,17,634_kennedy_alencar_cadê_ahhh,"['kennedy', 'alencar', 'cadê', 'ahhh', 'tempinho', 'veze', 'vidas', 'guimarães', 'precisar', 'ouça']","['RT : Cadê a Amanda Klein e o Kennedy Alencar???', 'RT : Cadê a Amanda Klein e o Kennedy Alencar???', 'RT : Cadê a Amanda Klein e o Kennedy Alencar???']",0.7302864018608543
635,17,635_cú_areia_caralhouuu_matina,"['cú', 'areia', 'caralhouuu', 'matina', 'comendo', 'jo', 'prato', 'combe', 'terminam', 'janta']","['RT : CARALHOUUU!!! 8 da matina e o bolsonaro COMENDO o cú da Amanda Klein com areia, ao vivo na sabatina da jovem pan. 😂😂😂😂 #JO…', 'RT : CARALHOUUU!!! 8 da matina e o bolsonaro COMENDO o cú da Amanda Klein com areia, ao vivo na sabatina da jovem pan. 😂😂😂😂 #JO…', 'RT : CARALHOUUU!!! 8 da matina e o bolsonaro COMENDO o cú da Amanda Klein com areia, ao vivo na sabatina da jovem pan. 😂😂😂😂 #JO…']",0.5603521746747634
636,17,636_chatoloid_pulo_derrotada_foradiogoschelp,"['chatoloid', 'pulo', 'derrotada', 'foradiogoschelp', 'pé', 'pano', 'saco', 'dele', 'parte', 'fala']","['RT : #ForaDiogoSchelp Passar pano pra esquerda derrotada é um pé no saco... Ele fala e eu pulo a parte dele. É mais um chatoloid…', 'RT : #ForaDiogoSchelp Passar pano pra esquerda derrotada é um pé no saco... Ele fala e eu pulo a parte dele. É mais um chatoloid…', 'RT : #ForaDiogoSchelp Passar pano pra esquerda derrotada é um pé no saco... Ele fala e eu pulo a parte dele. É mais um chatoloid…']",0.8475955444223741
637,17,637_brejo_cumpriu_firme_mente,"['brejo', 'cumpriu', 'firme', 'mente', 'legítima', 'papel', 'coisa', 'tá', 'familiares', 'comprar']","['Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima, ataca Amanda Klein e mente sobre tudo na entrevista à Jovem Pan. Tá vendo que a coisa foi para o brejo. Firme, Amanda cumpriu seu papel com pergunta legítima.', 'Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima, ataca Amanda Klein e mente sobre tudo na entrevista à Jovem Pan. Tá vendo que a coisa foi para o brejo. Firme, Amanda cumpriu seu papel com pergunta legítima.', 'Sem resposta para origem do dinheiro vivo que ele e familiares usaram para comprar imóveis, Bolsonaro se faz de vítima, ataca Amanda Klein e mente sobre tudo na entrevista à Jovem Pan. Tá vendo que a coisa foi para o brejo. Firme, Amanda cumpriu seu papel com pergunta legítima.']",0.8474292930434731
638,16,638_campagnolo_compartilhe_feminismo_feministas,"['campagnolo', 'compartilhe', 'feminismo', 'feministas', 'feminista', 'repitam', 'bolsonauro', 'toxicos', 'meninos', 'feministos']","['Ana Campagnolo ensinando Amanda Klein sobre feminismo. Compartilhe', 'Ana Campagnolo ensinando Amanda Klein sobre feminismo. Compartilhe via', 'Qr dizer q Amanda klein é casada com bolsonarista? Isso me lembra muito o q feministas modernas fazem.Elas criticam os machos toxicos e militam com os bons meninos/feministos mas se relacionam c os machos toxicos e deixam os meninos bons/feministos na friendZone']",0.6677486561238766
639,16,639_expostas_impor_3em1_mesmas,"['expostas', 'impor', '3em1', 'mesmas', 'esquerdistas', 'narrativas', 'programas', 'pingos', 'is', 'estão']","['RT : Muitos esquerdistas tem as mesmas narrativas q estão sendo expostas em programas como ""3em1"" ou ""pingos nos is"" Impor…', 'RT : Muitos esquerdistas tem as mesmas narrativas q estão sendo expostas em programas como ""3em1"" ou ""pingos nos is"" Impor…', 'RT : Muitos esquerdistas tem as mesmas narrativas q estão sendo expostas em programas como ""3em1"" ou ""pingos nos is"" Impor…']",0.49695897102355957
640,16,640_tralha_triste_aturar_jorn,"['tralha', 'triste', 'aturar', 'jorn', 'assisto', 'fico', 'mentirosa', 'assistiu', 'mim', 'pingos']","['RT : Fico triste pelos jornalistas de verdade dos PINGOS, mas aturar outra tralha mentirosa não é p mim já não assisto o jorn…', 'RT : Fico triste pelos jornalistas de verdade dos PINGOS, mas aturar outra tralha mentirosa não é p mim já não assisto o jorn…', 'RT : Fico triste pelos jornalistas de verdade dos PINGOS, mas aturar outra tralha mentirosa não é p mim já não assisto o jorn…']",0.8109386190772057
641,16,641_jantando_hora_essa_manhã,"['jantando', 'hora', 'essa', 'manhã', 'bolsonaro', 'da', 'rt', 'klein', 'amanda', '']","['RT : A essa hora da manhã e Bolsonaro jantando a Amanda Klein!', 'RT : A essa hora da manhã e Bolsonaro jantando a Amanda Klein!', 'RT : A essa hora da manhã e Bolsonaro jantando a Amanda Klein!']",0.5847598314285278
642,16,642_t0rta_confronto_b0ca_confr0nt0,"['t0rta', 'confronto', 'b0ca', 'confr0nt0', 'lama', 'exército', 'capitão', 'conse', 'após', 'fica']","['Amanda Klein Ficou até de B0CA T0RTA após Confronto com uma Mulher Conse... via', 'Amanda Klein Ficou até de B0CA T0RTA após Confronto com uma Mulher Conse... via', 'RT : Amanda Klein Ficou até de B0CA T0RTA após Confronto com uma Mulher Conse... via']",0.5570864453911781
643,16,643_expli_oportunidade_seria_boa,"['expli', 'oportunidade', 'seria', 'boa', 'perguntou', 'chiliquento', 'gostou', 'sobre', 'pra', 'dinheiro']","['RT : BOLSONARO CHILIQUENTO não gostou que a Amanda Klein perguntou sobre o dinheiro vivo. Seria uma boa oportunidade pra se expli…', 'RT : BOLSONARO CHILIQUENTO não gostou que a Amanda Klein perguntou sobre o dinheiro vivo. Seria uma boa oportunidade pra se expli…', 'RT : BOLSONARO CHILIQUENTO não gostou que a Amanda Klein perguntou sobre o dinheiro vivo. Seria uma boa oportunidade pra se expli…']",0.42557575553655624
644,16,644_jorra_gado_comprada_localizada,"['jorra', 'gado', 'comprada', 'localizada', 'amarelo', 'verde', 'conhecer', 'custa', 'angra', 'reis']","['RT : Bora conhecer a “mansão” (aquela que custa milhões) localizada em Angra dos Reis e que foi comprada com dinheiro vivo… 🤑 S…', 'RT : Bora conhecer a “mansão” (aquela que custa milhões) localizada em Angra dos Reis e que foi comprada com dinheiro vivo… 🤑 S…', 'RT : Bora conhecer a “mansão” (aquela que custa milhões) localizada em Angra dos Reis e que foi comprada com dinheiro vivo… 🤑 S…']",0.8352871537208557
645,16,645_tarcíso_palmeiras_técnicos_paulo,"['tarcíso', 'palmeiras', 'técnicos', 'paulo', 'show', 'senhor', 'tarcísio', 'sabatina', 'são', 'mas']","['RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…', 'RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…', 'RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…']",0.8450514078140259
646,16,646_parabeniza_valentia_mônica_bergamo,"['parabeniza', 'valentia', 'mônica', 'bergamo', 'contra', 'marido', 'jornalista', 'bolsonaro', 'da', 'de']","[""RT : Mônica Bergamo: Marido de Amanda Klein parabeniza 'valentia' da jornalista contra Bolsonaro"", ""RT : Mônica Bergamo: Marido de Amanda Klein parabeniza 'valentia' da jornalista contra Bolsonaro"", ""RT : Mônica Bergamo: Marido de Amanda Klein parabeniza 'valentia' da jornalista contra Bolsonaro""]",0.4617654290050268
647,16,647_bolsolão_lulinha_bosta_enganou,"['bolsolão', 'lulinha', 'bosta', 'enganou', 'babaca', 'pintou', 'olha', 'te', 'clima', 'pessoa']","['RT : Amanda Klein Lulinha Sr. Bosta BOLSONARO TE ENGANOU BABACA PINTOU UM CLIMA Olha o que o BOLSOLÃO faz com as pessoa…', 'RT : Amanda Klein Lulinha Sr. Bosta BOLSONARO TE ENGANOU BABACA PINTOU UM CLIMA Olha o que o BOLSOLÃO faz com as pessoa…', 'RT : Amanda Klein Lulinha Sr. Bosta BOLSONARO TE ENGANOU BABACA PINTOU UM CLIMA Olha o que o BOLSOLÃO faz com as pessoa…']",0.8929071500897408
648,16,648_setembro_desespera_serembro_rep,"['setembro', 'desespera', 'serembro', 'rep', 'escalar', 'cobertura', 'data', 'importante', 'comentar', 'respeito']","[""RT : Com todo respeito à 'Jovem Pan', por que escalar Amanda Klein para comentar o 7 de Serembro? Uma data importante da Rep…"", ""RT : Com todo respeito à 'Jovem Pan', por que escalar Amanda Klein para comentar o 7 de Serembro? Uma data importante da Rep…"", ""RT : Com todo respeito à 'Jovem Pan', por que escalar Amanda Klein para comentar o 7 de Serembro? Uma data importante da Rep…""]",0.6999585293233395
649,16,649_pcdb_psdb_atualizem_psol,"['pcdb', 'psdb', 'atualizem', 'psol', 'plantão', 'fefito', 'hipócritas', 'assistam', 'band', 'tipo']","['RT : Para os hipócritas de plantão, tipo PT, PSOL, PCDB, PSDB, Amanda Klein, Fefito, Band, Globo, CNN....assistam atualizem seu…', 'RT : Para os hipócritas de plantão, tipo PT, PSOL, PCDB, PSDB, Amanda Klein, Fefito, Band, Globo, CNN....assistam atualizem seu…', 'RT : Para os hipócritas de plantão, tipo PT, PSOL, PCDB, PSDB, Amanda Klein, Fefito, Band, Globo, CNN....assistam atualizem seu…']",0.5902970284223557
650,16,650_desânimo_usou_futuro_governador,"['desânimo', 'usou', 'futuro', 'governador', 'presença', 'estava', 'feliz', 'nosso', 'paulo', 'dizer']","['RT : O desânimo que a Amanda Klein usou para dizer que estava feliz com a presença do nosso futuro governador de São Paulo…', 'RT : O desânimo que a Amanda Klein usou para dizer que estava feliz com a presença do nosso futuro governador de São Paulo…', 'RT : O desânimo que a Amanda Klein usou para dizer que estava feliz com a presença do nosso futuro governador de São Paulo…']",0.45724827237427235
651,16,651_comemoram_presidentes_independência_brasileiros,"['comemoram', 'presidentes', 'independência', 'brasileiros', 'segundo', 'todos', 'brasil', 'pode', 'dia', 'mas']","['RT : Todos os presidentes brasileiros comemoram o dia da independência do Brasil. Mas o Bolsonaro não pode segundo a Amanda Klein e o…', 'RT : Todos os presidentes brasileiros comemoram o dia da independência do Brasil. Mas o Bolsonaro não pode segundo a Amanda Klein e o…', 'RT : Todos os presidentes brasileiros comemoram o dia da independência do Brasil. Mas o Bolsonaro não pode segundo a Amanda Klein e o…']",0.6243158057332039
652,16,652_polemizar_valores_discussão_moral,"['polemizar', 'valores', 'discussão', 'moral', 'quis', 'momento', 'estamos', 'mostrou', 'bem', 'tarcísio']","['RT : Tarcísio mostrou bem pra Amanda Klein como estamos em um momento de discussão de valores e moral!! Ela quis polemizar na…', 'RT : Tarcísio mostrou bem pra Amanda Klein como estamos em um momento de discussão de valores e moral!! Ela quis polemizar na…', 'RT : Tarcísio mostrou bem pra Amanda Klein como estamos em um momento de discussão de valores e moral!! Ela quis polemizar na…']",0.5163321606814861
653,16,653_manter_espécie_nacional_pessoa,"['manter', 'espécie', 'nacional', 'pessoa', 'corrente', 'moeda', 'essa', 'dinheiro', 'se', 'em']","['RT : Para Amanda Klein moeda corrente nacional é dinheiro em espécie 🤣🤣🤣 Que vergonha a manter essa pessoa no se…', 'RT : Para Amanda Klein moeda corrente nacional é dinheiro em espécie 🤣🤣🤣 Que vergonha a manter essa pessoa no se…', 'RT : Para Amanda Klein moeda corrente nacional é dinheiro em espécie 🤣🤣🤣 Que vergonha a manter essa pessoa no se…']",0.9367123246192932
654,16,654_briguem_cirão_aceitar_louca,"['briguem', 'cirão', 'aceitar', 'louca', 'real', 'mandou', 'teve', 'até', 'que', 'rt']","['RT : Cirão mandou a real... Até a Amanda ""Louca"" Klein teve que aceitar. Briguem... briguem... briguem... 😂😂', 'RT : Cirão mandou a real... Até a Amanda ""Louca"" Klein teve que aceitar. Briguem... briguem... briguem... 😂😂', 'RT : Cirão mandou a real... Até a Amanda ""Louca"" Klein teve que aceitar. Briguem... briguem... briguem... 😂😂']",0.47515344619750977
655,15,655_agradecimento_especial_estadão_cnn,"['agradecimento', 'especial', 'estadão', 'cnn', 'aos', 'uol', 'folha', 'globo', 'mônica', 'bergamo']","['RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…', 'RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…', 'RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…']",0.7388883829116821
656,15,656_impea_assinaram_pedido_importante,"['impea', 'assinaram', 'pedido', 'importante', 'validade', 'ninguém', 'milhões', 'nação', 'estava', 'brasileiros']","['RT : A Amanda Klein disse na Jp que ninguém importante estava entre os 3 milhões de brasileiros que assinaram o pedido de impea…', 'RT : A Amanda Klein disse na Jp que ninguém importante estava entre os 3 milhões de brasileiros que assinaram o pedido de impea…', 'RT : A Amanda Klein disse na Jp que ninguém importante estava entre os 3 milhões de brasileiros que assinaram o pedido de impea…']",0.5663037578264872
657,15,657_bandeja_servida_jantada_finalmente,"['bandeja', 'servida', 'jantada', 'finalmente', 'diariamente', 'constantino', 'graeml', 'roberto', 'cristina', 'motta']","['RT : Após ser jantada diariamente por Constantino, Cristina Graeml e Roberto Motta, finalmente Amanda Klein foi servida de bandeja p…', 'RT : Após ser jantada diariamente por Constantino, Cristina Graeml e Roberto Motta, finalmente Amanda Klein foi servida de bandeja p…', 'RT : Após ser jantada diariamente por Constantino, Cristina Graeml e Roberto Motta, finalmente Amanda Klein foi servida de bandeja p…']",0.4715357720851898
658,15,658_shorts_aula_professor_via,"['shorts', 'aula', 'professor', 'via', 'jornalismo', 'direita', 'fabio', 'chega', 'amigadas', 'corrigida']","['Amanda Klein toma aula de jornalismo ao vivo de professor #shorts via', 'Amanda Klein toma aula de jornalismo ao vivo de professor #shorts via', 'Amanda Klein toma aula de jornalismo ao vivo de professor #shorts via']",0.8029464960098267
659,15,659_tales_sales_clarice_jorge,"['tales', 'sales', 'clarice', 'jorge', 'clarisse', 'talles', 'nem', 'bandeirantes', 'kelson', 'salles']","['- Amanda Klein. - Amanda Tales? - Klein. Klein. Klein, que nem da-- - Sales? - Klein! - Clarice? - Não, Klein! Que nem-- - Klein... Klein!', 'Amanda Klein Tales? Klein Sales? Klein! Clarice?', '""Amanda Sales?"" ""Klein"" ""Tales?"" ""Klein"" ""Clarice?"" ""Klein""']",0.7749841094017029
660,15,660_asfaltou_tarcísio_sabatina_na,"['asfaltou', 'tarcísio', 'sabatina', 'na', 'rt', 'klein', 'amanda', '', '', '']","['RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎', 'RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎', 'RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎']",0.5142654776573181
661,15,661_sensacional_cada_recebeu_invertida,"['sensacional', 'cada', 'recebeu', 'invertida', 'idéias', 'anotem', 'bolsonaro2022', 'campo', 'bolsonaroreeleitoem2022', 'essa']","['RT : Cada invertida que essa Amanda Klein recebeu😂😂 Bolsonaro Sensacional!!🇧🇷👏', 'RT : Cada invertida que essa Amanda Klein recebeu😂😂 Bolsonaro Sensacional!!🇧🇷👏', 'RT : Cada invertida que essa Amanda Klein recebeu😂😂 Bolsonaro Sensacional!!🇧🇷👏']",0.649803630510966
